image_path,split,true_label,resnet_cx,resnet_cy,densenet_cx,densenet_cy,eff_cx,eff_cy,dist_resnet_to_mean,dist_dense_to_mean,dist_eff_to_mean
data\dataset_cls\train\Fractured\IMG0002319.jpg,train,Fractured,0.4287,0.411662,0.532755,0.536274,0.50121,0.531984,0.100647,0.062364,0.041017
data\dataset_cls\train\Fractured\IMG0002320.jpg,train,Fractured,0.607851,0.571549,0.541468,0.512659,0.556257,0.431294,0.077156,0.028076,0.074885
data\dataset_cls\train\Fractured\IMG0002321.jpg,train,Fractured,0.389314,0.258529,0.441208,0.326794,0.460666,0.356143,0.068884,0.016887,0.052032
data\dataset_cls\train\Fractured\IMG0002322.jpg,train,Fractured,0.546606,0.414531,0.547282,0.577294,0.560843,0.372861,0.040669,0.122474,0.082556
data\dataset_cls\train\Fractured\IMG0002323.jpg,train,Fractured,0.521355,0.567695,0.53971,0.479219,0.597103,0.536528,0.050739,0.050307,0.045227
data\dataset_cls\train\Fractured\IMG0002324.jpg,train,Fractured,0.689216,0.584877,0.60285,0.619696,0.528173,0.584791,0.083278,0.023565,0.079434
data\dataset_cls\train\Fractured\IMG0002325.jpg,train,Fractured,0.453307,0.380831,0.502672,0.4408,0.544753,0.508225,0.078125,0.003475,0.078729
data\dataset_cls\train\Fractured\IMG0002326.jpg,train,Fractured,0.688223,0.645687,0.610479,0.649213,0.551908,0.619763,0.071742,0.012715,0.067534
data\dataset_cls\train\Fractured\IMG0002327.jpg,train,Fractured,0.832827,0.684425,0.580767,0.626667,0.558145,0.494376,0.19404,0.080414,0.146171
data\dataset_cls\train\Fractured\IMG0002328.jpg,train,Fractured,0.721589,0.497731,0.51044,0.70284,0.526125,0.465616,0.147294,0.165701,0.107942
data\dataset_cls\train\Fractured\IMG0002329.jpg,train,Fractured,0.695123,0.300855,0.543114,0.586942,0.606273,0.466179,0.17055,0.153414,0.017146
data\dataset_cls\train\Fractured\IMG0002330.jpg,train,Fractured,0.291924,0.328149,0.315974,0.412676,0.392376,0.40764,0.06864,0.03458,0.063963
data\dataset_cls\train\Fractured\IMG0002331.jpg,train,Fractured,0.342712,0.662093,0.523726,0.72358,0.586638,0.441298,0.151273,0.121164,0.196423
data\dataset_cls\train\Fractured\IMG0002332.jpg,train,Fractured,0.267706,0.484448,0.312304,0.753676,0.507923,0.515422,0.137937,0.176492,0.160872
data\dataset_cls\train\Fractured\IMG0002333.jpg,train,Fractured,0.653428,0.697554,0.658567,0.615895,0.421215,0.535721,0.110981,0.080832,0.176086
data\dataset_cls\train\Fractured\IMG0002334.jpg,train,Fractured,0.284145,0.506526,0.376685,0.667263,0.475075,0.517702,0.110508,0.103451,0.106904
data\dataset_cls\train\Fractured\IMG0002335.jpg,train,Fractured,0.343304,0.583052,0.48214,0.715328,0.47447,0.616378,0.10558,0.091244,0.046617
data\dataset_cls\train\Fractured\IMG0002336.jpg,train,Fractured,0.465217,0.543256,0.403735,0.448772,0.555661,0.498641,0.047361,0.085882,0.08081
data\dataset_cls\train\Fractured\IMG0002337.jpg,train,Fractured,0.493837,0.443387,0.244297,0.509926,0.5751,0.38708,0.056196,0.203488,0.149775
data\dataset_cls\train\Fractured\IMG0002338.jpg,train,Fractured,0.626105,0.467172,0.425672,0.452006,0.673517,0.479473,0.051016,0.1501,0.099308
data\dataset_cls\train\Fractured\IMG0002339.jpg,train,Fractured,0.577387,0.370837,0.497977,0.382415,0.589919,0.42208,0.030585,0.05788,0.046163
data\dataset_cls\train\Fractured\IMG0002340.jpg,train,Fractured,0.478654,0.463973,0.234109,0.528509,0.574281,0.430713,0.050723,0.202277,0.151692
data\dataset_cls\train\Fractured\IMG0002341.jpg,train,Fractured,0.425825,0.568502,0.223042,0.590702,0.527954,0.540414,0.033609,0.170948,0.138172
data\dataset_cls\train\Fractured\IMG0002342.jpg,train,Fractured,0.571348,0.506709,0.53699,0.538283,0.537347,0.647944,0.061946,0.028486,0.08438
data\dataset_cls\train\Fractured\IMG0002343.jpg,train,Fractured,0.507378,0.318705,0.515195,0.579565,0.449733,0.51037,0.151753,0.112697,0.057883
data\dataset_cls\train\Fractured\IMG0002344.jpg,train,Fractured,0.484909,0.357148,0.532351,0.393214,0.524777,0.411493,0.041896,0.019273,0.026494
data\dataset_cls\train\Fractured\IMG0002345.jpg,train,Fractured,0.529875,0.56924,0.486891,0.443639,0.517668,0.580408,0.042349,0.090847,0.049699
data\dataset_cls\train\Fractured\IMG0002346.jpg,train,Fractured,0.400712,0.650318,0.675361,0.618582,0.576941,0.643463,0.150842,0.12578,0.026623
data\dataset_cls\train\Fractured\IMG0002347.jpg,train,Fractured,0.4832,0.197975,0.258592,0.148709,0.437872,0.451539,0.112844,0.178605,0.190764
data\dataset_cls\train\Fractured\IMG0002348.jpg,train,Fractured,0.439925,0.164526,0.404887,0.157078,0.654056,0.34306,0.08256,0.114595,0.196502
data\dataset_cls\train\Fractured\IMG0002349.jpg,train,Fractured,0.512921,0.325171,0.504874,0.404663,0.556928,0.394327,0.050979,0.036027,0.037546
data\dataset_cls\train\Fractured\IMG0002350.jpg,train,Fractured,0.61221,0.380076,0.587383,0.332808,0.605755,0.43457,0.010702,0.051721,0.052237
data\dataset_cls\train\Fractured\IMG0002351.jpg,train,Fractured,0.332456,0.367837,0.558137,0.593742,0.430947,0.448718,0.148775,0.170654,0.023423
data\dataset_cls\train\Fractured\IMG0002352.jpg,train,Fractured,0.47192,0.696211,0.466509,0.818055,0.391792,0.496245,0.038615,0.149678,0.181422
data\dataset_cls\train\Fractured\IMG0002353.jpg,train,Fractured,0.693701,0.316582,0.646999,0.41764,0.653594,0.450855,0.083611,0.028758,0.056936
data\dataset_cls\train\Fractured\IMG0002354.jpg,train,Fractured,0.623192,0.457624,0.565583,0.449161,0.599593,0.420753,0.031002,0.031255,0.022035
data\dataset_cls\train\Fractured\IMG0002355.jpg,train,Fractured,0.510479,0.330307,0.468459,0.496639,0.528464,0.634452,0.15703,0.035312,0.149596
data\dataset_cls\train\Fractured\IMG0002356.jpg,train,Fractured,0.654471,0.721438,0.617841,0.547374,0.557536,0.522507,0.132063,0.050355,0.091172
data\dataset_cls\train\Fractured\IMG0002357.jpg,train,Fractured,0.270658,0.365698,0.414728,0.595593,0.40122,0.507375,0.154016,0.118334,0.042895
data\dataset_cls\train\Fractured\IMG0002358.jpg,train,Fractured,0.354082,0.580745,0.415101,0.582713,0.4016,0.436749,0.059584,0.055214,0.097316
data\dataset_cls\train\Fractured\IMG0002359.jpg,train,Fractured,0.728096,0.399951,0.726718,0.420627,0.621508,0.232867,0.060637,0.077622,0.137749
data\dataset_cls\train\Fractured\IMG0002360.jpg,train,Fractured,0.771881,0.631521,0.715805,0.517628,0.468632,0.469873,0.150937,0.067406,0.196303
data\dataset_cls\train\Fractured\IMG0002361.jpg,train,Fractured,0.689602,0.431728,0.363917,0.476515,0.524251,0.447853,0.164933,0.163846,0.004501
data\dataset_cls\train\Fractured\IMG0002362.jpg,train,Fractured,0.414139,0.439994,0.577417,0.492335,0.558662,0.470196,0.106226,0.06556,0.042009
data\dataset_cls\train\Fractured\IMG0002363.jpg,train,Fractured,0.575799,0.439526,0.560103,0.403549,0.499392,0.389715,0.041956,0.016722,0.05039
data\dataset_cls\train\Fractured\IMG0002364.jpg,train,Fractured,0.554608,0.502259,0.462223,0.537788,0.55812,0.52621,0.035647,0.064695,0.033392
data\dataset_cls\train\Fractured\IMG0002365.jpg,train,Fractured,0.620634,0.169365,0.600523,0.587132,0.577584,0.477161,0.242769,0.175915,0.069514
data\dataset_cls\train\Fractured\IMG0002366.jpg,train,Fractured,0.433891,0.367139,0.315299,0.679297,0.659978,0.327908,0.097777,0.269756,0.230545
data\dataset_cls\train\Fractured\IMG0002367.jpg,train,Fractured,0.484298,0.540208,0.501222,0.596287,0.646149,0.531051,0.06161,0.058786,0.105223
data\dataset_cls\train\Fractured\IMG0002368.jpg,train,Fractured,0.389776,0.28218,0.27108,0.344353,0.549997,0.420781,0.068341,0.132623,0.162986
data\dataset_cls\train\Fractured\IMG0002369.jpg,train,Fractured,0.308149,0.320771,0.335949,0.324333,0.58124,0.474954,0.113245,0.087514,0.200451
data\dataset_cls\train\Fractured\IMG0002370.jpg,train,Fractured,0.329873,0.596724,0.353141,0.566203,0.635359,0.422637,0.129075,0.094184,0.222686
data\dataset_cls\train\Fractured\IMG0002371.jpg,train,Fractured,0.642823,0.655588,0.644456,0.707357,0.548356,0.63209,0.032348,0.053427,0.071547
data\dataset_cls\train\Fractured\IMG0002372.jpg,train,Fractured,0.390357,0.516582,0.587745,0.561443,0.599,0.494738,0.135561,0.072336,0.079019
data\dataset_cls\train\Fractured\IMG0002373.jpg,train,Fractured,0.690374,0.623101,0.736426,0.630046,0.634899,0.516206,0.033464,0.063568,0.090292
data\dataset_cls\train\Fractured\IMG0002374.jpg,train,Fractured,0.527867,0.550569,0.434063,0.667532,0.471543,0.540504,0.061433,0.092356,0.046127
data\dataset_cls\train\Fractured\IMG0002375.jpg,train,Fractured,0.739091,0.46354,0.789845,0.456438,0.493053,0.443322,0.065729,0.115866,0.181284
data\dataset_cls\train\Fractured\IMG0002376.jpg,train,Fractured,0.760135,0.523628,0.612523,0.724768,0.601149,0.440085,0.109459,0.168188,0.135242
data\dataset_cls\train\Fractured\IMG0002377.jpg,train,Fractured,0.787398,0.603202,0.646736,0.772312,0.664927,0.542027,0.094803,0.143275,0.103185
data\dataset_cls\train\Fractured\IMG0002378.jpg,train,Fractured,0.556648,0.468855,0.458146,0.520106,0.48098,0.507882,0.065392,0.045646,0.019748
data\dataset_cls\train\Fractured\IMG0002379.jpg,train,Fractured,0.459508,0.692829,0.578915,0.683528,0.384962,0.47983,0.075594,0.12292,0.165237
data\dataset_cls\train\Fractured\IMG0002380.jpg,train,Fractured,0.521714,0.356683,0.521028,0.469054,0.441091,0.494337,0.087638,0.03925,0.076251
data\dataset_cls\train\Fractured\IMG0002381.jpg,train,Fractured,0.283846,0.590645,0.455416,0.596488,0.500857,0.388401,0.145132,0.082781,0.162362
data\dataset_cls\train\Fractured\IMG0002382.jpg,train,Fractured,0.572269,0.42414,0.540669,0.484011,0.511836,0.475998,0.048251,0.022646,0.033151
data\dataset_cls\train\Fractured\IMG0002383.jpg,train,Fractured,0.443696,0.412371,0.433004,0.610747,0.545937,0.554985,0.117688,0.094204,0.077347
data\dataset_cls\train\Fractured\IMG0002384.jpg,train,Fractured,0.538336,0.287933,0.706736,0.395567,0.608958,0.411442,0.110835,0.09385,0.047335
data\dataset_cls\train\Fractured\IMG0002385.jpg,train,Fractured,0.663173,0.407995,0.713662,0.437108,0.73758,0.44058,0.046435,0.012309,0.034909
data\dataset_cls\train\Fractured\IMG0002386.jpg,train,Fractured,0.701966,0.424078,0.426789,0.722298,0.537826,0.514814,0.195586,0.212105,0.042752
data\dataset_cls\train\Fractured\IMG0002387.jpg,train,Fractured,0.639077,0.589055,0.636359,0.507295,0.62828,0.568633,0.034357,0.047733,0.01502
data\dataset_cls\train\Fractured\IMG0002388.jpg,train,Fractured,0.67214,0.631768,0.537061,0.57085,0.433233,0.356865,0.167545,0.052075,0.199019
data\dataset_cls\train\Fractured\IMG0002389.jpg,train,Fractured,0.52155,0.369969,0.767586,0.594712,0.581204,0.428012,0.13881,0.194426,0.055644
data\dataset_cls\train\Fractured\IMG0002390.jpg,train,Fractured,0.591481,0.519569,0.583068,0.489789,0.384217,0.296752,0.110716,0.083612,0.193753
data\dataset_cls\train\Fractured\IMG0002391.jpg,train,Fractured,0.541333,0.558157,0.521063,0.46709,0.495416,0.426801,0.077354,0.01702,0.061989
data\dataset_cls\train\Fractured\IMG0002392.jpg,train,Fractured,0.49163,0.342217,0.518688,0.371774,0.528681,0.445856,0.049274,0.015894,0.06128
data\dataset_cls\train\Fractured\IMG0002393.jpg,train,Fractured,0.458495,0.432707,0.567732,0.438229,0.379983,0.531059,0.036107,0.103185,0.109263
data\dataset_cls\train\Fractured\IMG0002394.jpg,train,Fractured,0.365171,0.431218,0.544836,0.525759,0.588245,0.495511,0.144309,0.061588,0.08955
data\dataset_cls\train\Fractured\IMG0002395.jpg,train,Fractured,0.360355,0.528956,0.59794,0.614157,0.549958,0.552043,0.1469,0.107109,0.048967
data\dataset_cls\train\Fractured\IMG0002396.jpg,train,Fractured,0.486559,0.213,0.414191,0.385394,0.512311,0.454947,0.138985,0.066368,0.111742
data\dataset_cls\train\Fractured\IMG0002397.jpg,train,Fractured,0.643536,0.527823,0.629505,0.535128,0.626408,0.557597,0.016144,0.006232,0.018674
data\dataset_cls\train\Fractured\IMG0002398.jpg,train,Fractured,0.656714,0.208347,0.56692,0.433958,0.552759,0.600657,0.215861,0.031957,0.19045
data\dataset_cls\train\Fractured\IMG0002399.jpg,train,Fractured,0.630052,0.468063,0.603968,0.615458,0.503705,0.472531,0.071723,0.099883,0.088521
data\dataset_cls\train\Fractured\IMG0002400.jpg,train,Fractured,0.508584,0.443719,0.455458,0.505121,0.574249,0.439901,0.019644,0.071172,0.065651
data\dataset_cls\train\Fractured\IMG0002401.jpg,train,Fractured,0.533694,0.536276,0.553008,0.457527,0.518198,0.548953,0.022061,0.059525,0.03854
data\dataset_cls\train\Fractured\IMG0002402.jpg,train,Fractured,0.721275,0.225117,0.525643,0.409018,0.512499,0.366956,0.173094,0.096817,0.081106
data\dataset_cls\train\Fractured\IMG0002403.jpg,train,Fractured,0.262569,0.472242,0.561016,0.462514,0.584677,0.411694,0.208174,0.092614,0.121087
data\dataset_cls\train\Fractured\IMG0002404.jpg,train,Fractured,0.629219,0.444238,0.520215,0.503688,0.526846,0.523434,0.084263,0.040754,0.045894
data\dataset_cls\train\Fractured\IMG0002405.jpg,train,Fractured,0.492509,0.458514,0.520143,0.462772,0.558486,0.50657,0.035745,0.013655,0.046332
data\dataset_cls\train\Fractured\IMG0002406.jpg,train,Fractured,0.434333,0.445261,0.704885,0.68026,0.570906,0.477686,0.162367,0.198638,0.056723
data\dataset_cls\train\Fractured\IMG0002407.jpg,train,Fractured,0.374608,0.636675,0.20305,0.504983,0.60279,0.322616,0.149778,0.191181,0.266818
data\dataset_cls\train\Fractured\IMG0002408.jpg,train,Fractured,0.700292,0.368297,0.762992,0.240225,0.556696,0.381405,0.046858,0.126866,0.127466
data\dataset_cls\train\Fractured\IMG0002409.jpg,train,Fractured,0.528287,0.438045,0.556148,0.513649,0.449096,0.437952,0.030435,0.067572,0.067025
data\dataset_cls\train\Fractured\IMG0002410.jpg,train,Fractured,0.538773,0.36784,0.706311,0.465323,0.422106,0.517094,0.083975,0.15135,0.149484
data\dataset_cls\train\Fractured\IMG0002411.jpg,train,Fractured,0.562016,0.406591,0.548928,0.531677,0.613764,0.49813,0.073349,0.058913,0.043403
data\dataset_cls\train\Fractured\IMG0002412.jpg,train,Fractured,0.535569,0.483342,0.53749,0.462012,0.471275,0.442044,0.029463,0.022716,0.048058
data\dataset_cls\train\Fractured\IMG0002413.jpg,train,Fractured,0.549906,0.450222,0.299416,0.454545,0.428535,0.526084,0.126803,0.128505,0.049202
data\dataset_cls\train\Fractured\IMG0002414.jpg,train,Fractured,0.560218,0.497557,0.536067,0.598946,0.362461,0.218665,0.094722,0.168108,0.252195
data\dataset_cls\train\Fractured\IMG0002415.jpg,train,Fractured,0.461356,0.415527,0.56087,0.227877,0.615423,0.482105,0.093667,0.148053,0.127558
data\dataset_cls\train\Fractured\IMG0002416.jpg,train,Fractured,0.584599,0.661903,0.529205,0.531139,0.577507,0.42426,0.124556,0.03547,0.11566
data\dataset_cls\train\Fractured\IMG0002417.jpg,train,Fractured,0.595685,0.467583,0.580395,0.399747,0.584128,0.378469,0.053076,0.016765,0.03689
data\dataset_cls\train\Fractured\IMG0002418.jpg,train,Fractured,0.583057,0.467806,0.624583,0.500721,0.599663,0.498868,0.028814,0.024998,0.010123
data\dataset_cls\train\Fractured\IMG0002419.jpg,train,Fractured,0.598309,0.415659,0.61686,0.406821,0.373424,0.415614,0.068842,0.087527,0.156134
data\dataset_cls\train\Fractured\IMG0002420.jpg,train,Fractured,0.534893,0.458024,0.55091,0.448819,0.552118,0.525567,0.022381,0.029073,0.048488
data\dataset_cls\train\Fractured\IMG0002421.jpg,train,Fractured,0.476737,0.524586,0.522155,0.489933,0.546593,0.609798,0.041958,0.051979,0.075238
data\dataset_cls\train\Fractured\IMG0002422.jpg,train,Fractured,0.555403,0.635026,0.530044,0.482941,0.565891,0.565,0.074202,0.08067,0.015958
data\dataset_cls\train\Fractured\IMG0002423.jpg,train,Fractured,0.610639,0.465776,0.397115,0.319126,0.52368,0.314712,0.140998,0.122878,0.053481
data\dataset_cls\train\Fractured\IMG0002424.jpg,train,Fractured,0.495099,0.47401,0.552798,0.469095,0.517988,0.295811,0.066688,0.064036,0.117228
data\dataset_cls\train\Fractured\IMG0002425.jpg,train,Fractured,0.695639,0.488323,0.642207,0.639228,0.608289,0.529147,0.079288,0.087238,0.046551
data\dataset_cls\train\Fractured\IMG0002426.jpg,train,Fractured,0.512175,0.344836,0.679863,0.674185,0.508637,0.548172,0.185801,0.189214,0.063702
data\dataset_cls\train\Fractured\IMG0002427.jpg,train,Fractured,0.633871,0.623271,0.763616,0.594136,0.49099,0.376961,0.09192,0.148047,0.207489
data\dataset_cls\train\Fractured\IMG0002428.jpg,train,Fractured,0.577112,0.325823,0.472483,0.328494,0.704695,0.523175,0.067112,0.129241,0.177371
data\dataset_cls\train\Fractured\IMG0002429.jpg,train,Fractured,0.293542,0.522144,0.418083,0.30883,0.51237,0.480116,0.142635,0.128596,0.112915
data\dataset_cls\train\Fractured\IMG0002430.jpg,train,Fractured,0.343823,0.580457,0.56018,0.625697,0.618671,0.513323,0.163897,0.074359,0.1262
data\dataset_cls\train\Fractured\IMG0002431.jpg,train,Fractured,0.213189,0.635699,0.509552,0.388768,0.43649,0.484634,0.218187,0.16799,0.053353
data\dataset_cls\train\Fractured\IMG0002432.jpg,train,Fractured,0.456618,0.57946,0.528287,0.579047,0.549021,0.58381,0.054706,0.017065,0.037835
data\dataset_cls\train\Fractured\IMG0002433.jpg,train,Fractured,0.707736,0.515265,0.464433,0.736119,0.606508,0.558302,0.144661,0.184829,0.046944
data\dataset_cls\train\Fractured\IMG0002434.jpg,train,Fractured,0.492661,0.624125,0.341824,0.680049,0.380735,0.68293,0.095573,0.065675,0.031862
data\dataset_cls\train\Fractured\IMG0002435.jpg,train,Fractured,0.640591,0.304798,0.446355,0.372892,0.504664,0.375953,0.119442,0.086928,0.035797
data\dataset_cls\train\Fractured\IMG0002436.jpg,train,Fractured,0.594642,0.240328,0.546317,0.346681,0.558436,0.391089,0.090218,0.02885,0.06555
data\dataset_cls\train\Fractured\IMG0002437.jpg,train,Fractured,0.271975,0.638942,0.555521,0.44475,0.525279,0.353301,0.240011,0.11006,0.146042
data\dataset_cls\train\Fractured\IMG0002438.jpg,train,Fractured,0.405941,0.511652,0.482763,0.67414,0.491797,0.442213,0.06247,0.133399,0.105317
data\dataset_cls\train\Fractured\IMG0002439.jpg,train,Fractured,0.520073,0.58506,0.454605,0.540635,0.572751,0.574698,0.018753,0.066562,0.057487
data\dataset_cls\train\Fractured\IMG0002440.jpg,train,Fractured,0.44703,0.501314,0.498134,0.490696,0.486217,0.539052,0.031425,0.02877,0.030103
data\dataset_cls\train\Fractured\IMG0002441.jpg,train,Fractured,0.525825,0.374843,0.650826,0.341845,0.617264,0.380229,0.072732,0.057963,0.024188
data\dataset_cls\train\Fractured\IMG0002442.jpg,train,Fractured,0.522954,0.387988,0.616519,0.434817,0.567756,0.434148,0.05557,0.050015,0.015221
data\dataset_cls\train\Fractured\IMG0002443.jpg,train,Fractured,0.673887,0.413634,0.643897,0.450127,0.566159,0.337667,0.047754,0.052139,0.08813
data\dataset_cls\train\Fractured\IMG0002444.jpg,train,Fractured,0.509366,0.457518,0.467694,0.392717,0.454439,0.550379,0.033531,0.074757,0.086545
data\dataset_cls\train\Fractured\IMG0002445.jpg,train,Fractured,0.624946,0.629827,0.589253,0.521411,0.627529,0.564444,0.058975,0.056182,0.015524
data\dataset_cls\train\Fractured\IMG0002446.jpg,train,Fractured,0.619811,0.486823,0.592223,0.599547,0.604283,0.453765,0.030195,0.087176,0.059624
data\dataset_cls\train\Fractured\IMG0002447.jpg,train,Fractured,0.531454,0.557046,0.418505,0.72143,0.618506,0.46404,0.02531,0.175065,0.150988
data\dataset_cls\train\Fractured\IMG0002448.jpg,train,Fractured,0.47048,0.524999,0.429207,0.527582,0.504976,0.584149,0.020701,0.042964,0.05328
data\dataset_cls\train\Fractured\IMG0002449.jpg,train,Fractured,0.645173,0.358212,0.655552,0.549687,0.728624,0.351121,0.068961,0.131682,0.086148
data\dataset_cls\train\Fractured\IMG0002450.jpg,train,Fractured,0.521307,0.694782,0.509947,0.554012,0.551498,0.598239,0.079353,0.064139,0.029597
data\dataset_cls\train\Fractured\IMG0002451.jpg,train,Fractured,0.516367,0.405153,0.580219,0.537402,0.504458,0.429228,0.054909,0.092673,0.040495
data\dataset_cls\train\Fractured\IMG0002452.jpg,train,Fractured,0.570606,0.374092,0.491747,0.482151,0.701502,0.338357,0.029699,0.127684,0.128355
data\dataset_cls\train\Fractured\IMG0002453.jpg,train,Fractured,0.480012,0.553095,0.458914,0.479341,0.564434,0.381387,0.0845,0.04297,0.109947
data\dataset_cls\train\Fractured\IMG0002454.jpg,train,Fractured,0.612257,0.466174,0.662976,0.497502,0.620376,0.530928,0.037555,0.031115,0.034686
data\dataset_cls\train\Fractured\IMG0002455.jpg,train,Fractured,0.509263,0.500452,0.499288,0.512391,0.591156,0.381318,0.043028,0.058523,0.101542
